TAI SAN,,,,,,
A. TAI SAN NGAN HAN,,5661288,5282005,4542240,4741485,
I. Tien va cac khoan tuong duong tien,,2100533,2050148,1461211,1694402,
1. Tien,,463227,1021836,514567,388862,
2. Cac khoan tuong duong tien,,1637306,1028312,946644,
