Doanh thu thuan ve ban hang va cung cap dich vu,,31204,19080,39408,41454,
Gia von hang ban,,23989,13065,37622,42900,
Loi nhuan gop ve ban hang va cung cap dich vu,,7215,6015,1786,(1446),
Doanh thu hoat dong tai chinh,,2553,2,304,135,
Chi phi tai chinh,,3719,1682,2464,1357,
Chi phi ban hang,,3427,1441,1440,1146,
Chi phi quan ly doanh nghiep,,3482,2854,2734,3252,
Loi nhuan thuan tu hoat dong kinh doanh,,(859),40,(4549),(7066),
Loi nhuan khac,,(4155),4,(129),5,
Phan loi nhuan/lo tu cong ty lien ket lien doanh,,,,,,
Tong loi nhuan ke toan truoc thue,,(5015),44,(4678),(7061),
Loi nhuan sau thue thu nhap doanh nghiep,,(5015),44,(4678),(7061),
Loi nhuan sau thue cua co dong Cong ty me,,(5015),44,(4678),(7061),
Lai co ban tren co phieu (VND),,(392),3,(365),(551),
,
CAN DOI KE TOAN,Quy 2/2016
CKT/DL,Quy 3/2016
CKT/DL,Quy 4/2016
CKT/DL,Quy 1/2017
CKT/DL,
Tai san ngan han,,226120,231232,230762,193222,
Tien va cac khoan tuong duong tien,,2667,1011,2257,1493,
Cac khoan dau tu tai chinh ngan han,,221,189,162,161,
Cac khoan phai thu ngan han,,25726,20707,24831,17696,
Hang ton kho,,196955,208280,202365,172506,
Tai san ngan han khac,,551,1045,1146,1365,
Tai san dai han,,109593,107730,104411,81002,
Tai san co dinh,,29802,28999,28051,27165,
Bat dong san dau tu,,,,,,
Cac khoan dau tu tai chinh dai han,,42442,41442,42442,37457,
Tong cong tai san,,335712,338962,335173,274224,
No phai tra,,160831,168740,169630,133269,
No ngan han,,123289,132080,121625,89250,
No dai han,,37542,36660,48005,44019,
Von chu so huu,,174882,170222,165544,140955,
Von dau tu cua chu so huu,,128070,128070,128070,128070,
Thang du von co phan,,24156,24156,24156,24156,
Loi nhuan sau thue chua phan phoi,,1434,(3226),(7904),(32493),
Loi ich cua co dong thieu so,,,,,,
Tong cong nguon von,,335712,338962,335173,274224,
,
CHI SO TAI CHINH,,,Quy 2/2016
CKT/DL,Quy 3/2016
CKT/DL,Quy 4/2016
CKT/DL,Quy 1/2017
CKT/DL,
Thu nhap tren moi co phan cua 4 quy gan nhat (EPS),VND,,(363),(384),(750),(1305),
Gia tri so sach cua co phieu (BVPS),VND,,13655,13291,12926,11006,
Chi so gia thi truong tren thu nhap (P/E),Lan,,(8.68),837.13,(7.5),(4.9),
Chi so gia thi truong tren gia tri so sach (P/B),Lan,,0.25,0.22,0.21,0.25,
Ty suat loi nhuan gop bien,%,,23.12,31.53,4.53,(3.49),
Ty suat sinh loi tren doanh thu thuan,%,,(16.07),0.23,(11.87),(17.03),
Ty suat loi nhuan tren von chu so huu binh quan (ROEA),%,,(2.83),0.03,(2.79),(4.61),
Ty suat sinh loi tren tong tai san binh quan (ROAA),%,,(1.43),0.01,(1.39),(2.21),
Ty so thanh toan hien hanh (ngan han),Lan,,1.83,1.75,1.9,2.16,
Kha nang thanh toan lai vay,Lan,,(1.6),1.03,(2.34),(4.97),
Ty so No tren Tong tai san,%,,47.91,49.78,50.61,48.6,
Ty so No vay tren Von chu so huu,%,,62.6,62.29,56.3,53.66,
