Doanh thu thuan ve ban hang va cung cap dich vu,,2268212,1099218,1576522,1587634,
Gia von hang ban,,1560873,803316,1136839,1300199,
Loi nhuan gop ve ban hang va cung cap dich vu,,707339,295902,439683,287435,
Doanh thu hoat dong tai chinh,,25630,55740,412167,112210,
Chi phi tai chinh,,57260,64213,95652,60033,
Chi phi ban hang,,33282,39664,34475,52863,
Chi phi quan ly doanh nghiep,,124071,91478,252297,81346,
Loi nhuan thuan tu hoat dong kinh doanh,,518853,155896,461589,205035,
Loi nhuan khac,,(7885),(33885),(12595),450,
Phan loi nhuan/lo tu cong ty lien ket lien doanh,,,,,,
Tong loi nhuan ke toan truoc thue,,510968,122011,448995,205486,
Loi nhuan sau thue thu nhap doanh nghiep,,402146,83804,333089,152623,
Loi nhuan sau thue cua co dong Cong ty me,,447937,85991,324461,150620,
Lai co ban tren co phieu (VND),,845,152,574,236,
,
CAN DOI KE TOAN,Quy 2/2016
CKT/HN,Quy 3/2016
CKT/HN,Quy 4/2016
CKT/HN,Quy 1/2017
CKT/HN,
Tai san ngan han,,6379013,9344302,9259090,9528430,
Tien va cac khoan tuong duong tien,,119197,76414,660801,338590,
Cac khoan dau tu tai chinh ngan han,,,,,282200,
Cac khoan phai thu ngan han,,5690794,8087294,7222425,7919835,
Hang ton kho,,444481,945326,1099243,625381,
Tai san ngan han khac,,124541,235268,276620,362424,
Tai san dai han,,6310573,7675667,8531031,9572461,
Tai san co dinh,,1789755,3952849,4133434,3937804,
Bat dong san dau tu,,973123,967954,1637840,1161173,
Cac khoan dau tu tai chinh dai han,,998714,879976,761044,469028,
Tong cong tai san,,12689585,17019969,17790121,19100892,
No phai tra,,5828106,8958707,9383041,10544699,
No ngan han,,3487598,5471666,6625988,7113372,
No dai han,,2340508,3487041,2757053,3431327,
Von chu so huu,,6861479,8061262,8407080,8556193,
Von dau tu cua chu so huu,,5298715,6380387,6380387,6380387,
Thang du von co phan,,23967,23967,23967,23967,
Loi nhuan sau thue chua phan phoi,,1363936,1469847,1794308,1964706,
Loi ich cua co dong thieu so,,,,,,
Tong cong nguon von,,12689585,17019969,17790121,19100892,
,
CHI SO TAI CHINH,,,Quy 2/2016
CKT/HN,Quy 3/2016
CKT/HN,Quy 4/2016
CKT/HN,Quy 1/2017
CKT/HN,
Thu nhap tren moi co phan cua 4 quy gan nhat (EPS),VND,,2032,1655,1527,1581,
Gia tri so sach cua co phieu (BVPS),VND,,12949,12634,13176,13410,
Chi so gia thi truong tren thu nhap (P/E),Lan,,6.98,38.06,10.23,34.57,
Chi so gia thi truong tren gia tri so sach (P/B),Lan,,0.46,0.41,0.39,0.61,
Ty suat loi nhuan gop bien,%,,31.18,26.92,27.89,18.1,
Ty suat sinh loi tren doanh thu thuan,%,,17.73,7.62,21.13,9.61,
Ty suat loi nhuan tren von chu so huu binh quan (ROEA),%,,6.57,1.15,3.94,1.78,
Ty suat sinh loi tren tong tai san binh quan (ROAA),%,,3.81,0.58,1.86,1.01,
Ty so thanh toan hien hanh (ngan han),Lan,,1.83,1.71,1.4,1.34,
Kha nang thanh toan lai vay,Lan,,10.34,3.33,5.29,4.52,
Ty so No tren Tong tai san,%,,45.93,52.64,52.74,55.21,
Ty so No vay tren Von chu so huu,%,,39.9,41.5,42.38,45.92,
