Doanh thu thuan ve ban hang va cung cap dich vu,,852585,574949,1005926,779442,
Gia von hang ban,,829900,548238,976889,755528,
Loi nhuan gop ve ban hang va cung cap dich vu,,22684,26711,29036,23914,
Doanh thu hoat dong tai chinh,,45,58,454,42,
Chi phi tai chinh,,2438,3907,4034,5047,
Chi phi ban hang,,12126,14451,23567,20842,
Chi phi quan ly doanh nghiep,,5100,4282,8987,9849,
Loi nhuan thuan tu hoat dong kinh doanh,,3065,4130,(7098),(11783),
Loi nhuan khac,,11101,31202,27174,47191,
Phan loi nhuan/lo tu cong ty lien ket lien doanh,,,,,,
Tong loi nhuan ke toan truoc thue,,14167,35332,20076,35408,
Loi nhuan sau thue thu nhap doanh nghiep,,11105,29798,15705,27931,
Loi nhuan sau thue cua co dong Cong ty me,,10832,29860,15764,27985,
Lai co ban tren co phieu (VND),,,,,1966,
,
CAN DOI KE TOAN,Quy 2/2016
CKT/HN,Quy 3/2016
CKT/HN,Quy 4/2016
CKT/HN,Quy 1/2017
CKT/HN,
Tai san ngan han,,592609,609441,662981,848119,
Tien va cac khoan tuong duong tien,,70293,34082,40588,33714,
Cac khoan dau tu tai chinh ngan han,,,,,,
Cac khoan phai thu ngan han,,151292,98981,214704,179997,
Hang ton kho,,351438,450498,389643,599995,
Tai san ngan han khac,,19586,25880,18046,34412,
Tai san dai han,,96524,178914,198713,220836,
Tai san co dinh,,90555,110475,127334,147829,
Bat dong san dau tu,,,,,,
Cac khoan dau tu tai chinh dai han,,,,,,
Tong cong tai san,,689134,788355,861694,1068954,
No phai tra,,524993,497463,555098,735782,
No ngan han,,524282,496753,554387,734461,
No dai han,,711,711,711,1321,
Von chu so huu,,162705,287037,306597,333172,
Von dau tu cua chu so huu,,111162,142315,142315,142315,
Thang du von co phan,,636,63706,63705,63705,
Loi nhuan sau thue chua phan phoi,,43222,73053,88816,115754,
Loi ich cua co dong thieu so,,1436,3854,,,
Tong cong nguon von,,689134,788355,861694,1068954,
,
CHI SO TAI CHINH,,,Quy 2/2016
CKT/HN,Quy 3/2016
CKT/HN,Quy 4/2016
CKT/HN,Quy 1/2017
CKT/HN,
Thu nhap tren moi co phan cua 4 quy gan nhat (EPS),VND,,4261,6521,5555,5933,
Gia tri so sach cua co phieu (BVPS),VND,,14637,20169,21543,23411,
Chi so gia thi truong tren thu nhap (P/E),Lan,,38.48,17.3,37.02,27.97,
Chi so gia thi truong tren gia tri so sach (P/B),Lan,,2.56,1.8,1.9,2.35,
Ty suat loi nhuan gop bien,%,,2.66,4.65,2.89,3.07,
Ty suat sinh loi tren doanh thu thuan,%,,1.3,5.18,1.56,3.58,
Ty suat loi nhuan tren von chu so huu binh quan (ROEA),%,,6.89,13.28,5.31,8.75,
Ty suat sinh loi tren tong tai san binh quan (ROAA),%,,1.82,4.04,1.91,3.56,
Ty so thanh toan hien hanh (ngan han),Lan,,1.13,1.23,1.2,1.15,
Kha nang thanh toan lai vay,Lan,,6.81,10.04,5.98,8.04,
Ty so No tren Tong tai san,%,,76.18,63.1,64.42,68.83,
Ty so No vay tren Von chu so huu,%,,230.69,113.19,110.19,194.21,
